cell_line_name,run_accession,tissue,disease,disease_primary,disease_secondary,disease_stage,age_at_sampling,sex,ethnicity,genomewide,promoter,cgi,cpg_shore,cpg_shelf,methylation_canyon,exon,intron,gene_body,LINE,SINE,LTR
BT-549,SRR8633793,breast,"carcinoma (ductal_carcinoma, papillary)",carcinoma ,"ductal_carcinoma, papillary",primary,72.0,female,Caucasian,0.426282,0.0866504,0.168749,0.49784,0.699876,0.120931,0.37802,0.461852,0.439977,0.665003,0.708208,0.690892
C2BBe1,SRR8633794,large_intestine,carcinoma (adenocarcinoma),carcinoma ,adenocarcinoma,primary,72.0,male,Caucasian,0.563965,0.17429,0.283524,0.666099,0.84895,0.262132,0.491382,0.593648,0.566139,0.761748,0.822386,0.788182
BxPC-3,SRR8633795,pancreas,carcinoma (ductal_carcinoma),carcinoma ,ductal_carcinoma,primary,61.0,female,Caucasian,0.356003,0.115543,0.201537,0.406877,0.539482,0.177642,0.370851,0.385902,0.386056,0.454249,0.545853,0.477533
CA46,SRR8633796,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm (Burkitt_lymphoma),lymphoid_neoplasm ,Burkitt_lymphoma,metastasis,,male,Asian,0.612811,0.314076,0.428855,0.665691,0.791464,0.447209,0.577148,0.620058,0.612175,0.762343,0.81192,0.799628
C32,SRR8633797,skin,malignant_melanoma,malignant_melanoma,,primary,53.0,male,Caucasian,0.528859,0.182455,0.274179,0.626353,0.79565,0.239121,0.476029,0.564489,0.54172,0.699135,0.772485,0.70118
Caki-1,SRR8633798,kidney,carcinoma (clear_cell_renal_cell_carcinoma),carcinoma ,clear_cell_renal_cell_carcinoma,metastasis,49.0,male,Caucasian,0.475415,0.103732,0.193212,0.558767,0.772175,0.146013,0.41022,0.508441,0.481551,0.75132,0.804013,0.784208
CADO-ES1,SRR8633799,bone,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,,metastasis,19.0,female,Asian,0.472222,0.103865,0.196201,0.570434,0.752381,0.145738,0.410969,0.510692,0.483804,0.667156,0.746403,0.687939
SNU-201,SRR8633800,central_nervous_system,"glioma (astrocytoma_Grade_IV, glioblastoma_multiforme)",glioma ,"astrocytoma_Grade_IV, glioblastoma_multiforme",primary,58.0,male,Asian,0.394873,0.0904825,0.172075,0.472995,0.621257,0.123799,0.371607,0.428749,0.415401,0.577761,0.684999,0.588515
SNU-1,SRR8633801,stomach,carcinoma (undifferentiated_adenocarcinoma),carcinoma ,undifferentiated_adenocarcinoma,metastasis,44.0,male,Asian,0.610029,0.260142,0.38502,0.692891,0.865621,0.373638,0.546936,0.629443,0.607719,0.789905,0.830239,0.813884
SNU-216,SRR8633802,stomach,carcinoma,carcinoma,,metastasis,46.0,female,Asian,0.41087,0.114385,0.200702,0.497275,0.665813,0.16113,0.40394,0.464787,0.449958,0.529503,0.640019,0.535481
SNU-213,SRR8633803,pancreas,carcinoma,carcinoma,,primary,65.0,male,Asian,0.471185,0.115106,0.208464,0.541784,0.736105,0.181363,0.42003,0.505392,0.483437,0.677863,0.738342,0.691682
SNU-283,SRR8633804,large_intestine,carcinoma,carcinoma,,primary,62.0,female,Asian,0.480137,0.14267,0.235793,0.526092,0.716683,0.202875,0.430314,0.509194,0.489037,0.675529,0.741547,0.707738
SNU-245,SRR8633805,biliary_tract,carcinoma,carcinoma,,primary,,,Asian,0.551857,0.252926,0.367681,0.618207,0.758912,0.342857,0.539763,0.571975,0.567432,0.650151,0.724925,0.67287
SNU-324,SRR8633806,pancreas,carcinoma,carcinoma,,primary,50.0,male,Asian,0.512908,0.204699,0.31275,0.577302,0.725131,0.296527,0.49201,0.535519,0.527398,0.658132,0.708281,0.692892
SNU-308,SRR8633807,biliary_tract,carcinoma,carcinoma,,primary,,,Asian,0.438304,0.0971635,0.180545,0.527617,0.717087,0.145954,0.40275,0.485479,0.463411,0.648436,0.723834,0.659025
SNU-387,SRR8633808,liver,carcinoma (hepatocellular_carcinoma),carcinoma ,hepatocellular_carcinoma,primary,41.0,female,Asian,0.355901,0.119342,0.187016,0.421187,0.570729,0.13588,0.369163,0.403162,0.396855,0.439984,0.53763,0.431766
SNU-349,SRR8633809,kidney,carcinoma (clear_cell_renal_cell_carcinoma),carcinoma ,clear_cell_renal_cell_carcinoma,primary,68.0,male,Asian,0.580361,0.218916,0.330256,0.614583,0.780768,0.326044,0.519589,0.597419,0.579226,0.763172,0.801398,0.784833
TALL-1,SRR8633810,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm (acute_lymphoblastic_T_cell_leukaemia),lymphoid_neoplasm ,acute_lymphoblastic_T_cell_leukaemia,primary,28.0,male,,0.698122,0.355114,0.469841,0.753392,0.902041,0.491793,0.627682,0.704743,0.686107,0.887494,0.901146,0.904089
TC-71,SRR8633811,bone,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,,primary,22.0,male,Caucasian,0.534712,0.171846,0.27723,0.640627,0.784038,0.24112,0.456751,0.56044,0.531895,0.743477,0.782966,0.770635
TCC-PAN2,SRR8633812,pancreas,carcinoma,carcinoma,,primary,68.0,female,Asian,0.506573,0.147043,0.248528,0.573327,0.770997,0.224369,0.455667,0.531479,0.512557,0.727257,0.787817,0.758724
TCCSUP,SRR8633813,urinary_tract,carcinoma (transitional_cell_carcinoma),carcinoma ,transitional_cell_carcinoma,primary,67.0,female,Caucasian,0.335066,0.0971484,0.184973,0.420097,0.563165,0.141333,0.372912,0.386781,0.387376,0.392754,0.51561,0.354027
TE-10,SRR8633814,oesophagus,carcinoma (squamous_cell_carcinoma),carcinoma ,squamous_cell_carcinoma,primary,,,Asian,0.438425,0.101981,0.187279,0.529192,0.691666,0.144656,0.391637,0.467791,0.448032,0.634471,0.698639,0.671394
TE-11,SRR8633815,oesophagus,carcinoma (squamous_cell_carcinoma),carcinoma ,squamous_cell_carcinoma,primary,58.0,,Asian,0.455706,0.138213,0.24007,0.539301,0.681395,0.207439,0.429072,0.487269,0.473671,0.604218,0.687802,0.634736
KYSE-510,SRR8633816,oesophagus,carcinoma (squamous_cell_carcinoma),carcinoma ,squamous_cell_carcinoma,primary,67.0,female,Asian,0.47667,0.151738,0.239556,0.545758,0.711008,0.220477,0.437828,0.508187,0.491387,0.632488,0.687081,0.6576
KYSE-450,SRR8633817,oesophagus,carcinoma (squamous_cell_carcinoma),carcinoma ,squamous_cell_carcinoma,primary,59.0,male,Asian,0.462846,0.122561,0.204248,0.536335,0.736847,0.180151,0.402891,0.491932,0.46931,0.635977,0.69694,0.68742
KYSE-70,SRR8633818,oesophagus,carcinoma (squamous_cell_carcinoma),carcinoma ,squamous_cell_carcinoma,primary,77.0,male,Asian,0.513123,0.167539,0.261546,0.615991,0.795066,0.246312,0.454353,0.554835,0.528746,0.62086,0.690554,0.622577
KYSE-520,SRR8633819,oesophagus,carcinoma (squamous_cell_carcinoma),carcinoma ,squamous_cell_carcinoma,primary,58.0,female,Asian,0.479496,0.145337,0.230653,0.572502,0.752675,0.222018,0.41899,0.513418,0.488707,0.650595,0.696383,0.686177
L3.3,SRR8633820,pancreas,carcinoma,carcinoma,,metastasis,,,African_american,0.430364,0.111678,0.201438,0.518905,0.66445,0.173432,0.395103,0.461972,0.445581,0.587921,0.665382,0.619683
L-1236,SRR8633821,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm (Hodgkin_lymphoma),lymphoid_neoplasm ,Hodgkin_lymphoma,primary,34.0,male,Caucasian,0.561898,0.293678,0.401967,0.632708,0.756044,0.393462,0.549521,0.584049,0.578218,0.671878,0.73787,0.687523
L-428,SRR8633822,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm (Hodgkin_lymphoma),lymphoid_neoplasm ,Hodgkin_lymphoma,metastasis,37.0,female,Caucasian,0.578171,0.278685,0.390499,0.639939,0.775103,0.376031,0.541865,0.588481,0.578801,0.74745,0.762632,0.77975
L-363,SRR8633823,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm (plasma_cell_myeloma),lymphoid_neoplasm ,plasma_cell_myeloma,primary,36.0,female,Caucasian,0.38329,0.167411,0.253722,0.452952,0.557985,0.229613,0.422395,0.429803,0.431944,0.422151,0.556876,0.437605
LAMA-84,SRR8633824,haematopoietic_and_lymphoid_tissue,haematopoietic_neoplasm (blast_phase_chronic_myeloid_leukaemia),haematopoietic_neoplasm ,blast_phase_chronic_myeloid_leukaemia,primary,29.0,female,Caucasian,0.434551,0.122281,0.209249,0.519856,0.688024,0.153202,0.409241,0.468522,0.454392,0.598239,0.692266,0.624403
L-540,SRR8633825,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm (Hodgkin_lymphoma),lymphoid_neoplasm ,Hodgkin_lymphoma,metastasis,20.0,female,Caucasian,0.665445,0.393679,0.507022,0.711124,0.814707,0.516759,0.642667,0.676573,0.671105,0.770805,0.827872,0.795979
SNB75,SRR8633826,central_nervous_system,glioma,glioma,,primary,,,Caucasian,0.432692,0.106206,0.192281,0.525551,0.683065,0.154034,0.403327,0.473893,0.456644,0.606304,0.705979,0.595298
NCI-H684,SRR8633827,liver,other (hepatoblastoma),other ,hepatoblastoma,primary,55.0,,Caucasian,0.419546,0.126099,0.218361,0.489667,0.671958,0.193744,0.395566,0.453281,0.439538,0.584921,0.674943,0.61473
NCI-H69,SRR8633828,lung,carcinoma (small_cell_carcinoma),carcinoma ,small_cell_carcinoma,metastasis,55.0,male,Caucasian,0.454384,0.0855105,0.170177,0.545847,0.735954,0.134867,0.394262,0.496423,0.468179,0.68709,0.728166,0.706962
NCI-H716,SRR8633829,large_intestine,carcinoma (adenocarcinoma),carcinoma ,adenocarcinoma,metastasis,33.0,male,Caucasian,0.382813,0.122519,0.206545,0.447957,0.587565,0.18011,0.377298,0.417561,0.409099,0.508883,0.599371,0.532255
NCI-H727,SRR8633830,lung,carcinoid-endocrine_tumour,carcinoid-endocrine_tumour,,primary,65.0,female,Caucasian,0.440898,0.0989849,0.189914,0.539419,0.725017,0.143355,0.397107,0.484838,0.460926,0.62472,0.68999,0.616798
NCI-H747,SRR8633831,large_intestine,carcinoma (adenocarcinoma),carcinoma ,adenocarcinoma,metastasis,69.0,male,Caucasian,0.459813,0.157844,0.258122,0.536828,0.706437,0.235,0.442845,0.49253,0.481756,0.626762,0.709038,0.65928
NCI-H810,SRR8633832,lung,carcinoma (large_cell_carcinoma),carcinoma ,large_cell_carcinoma,primary,51.0,male,African_american,0.398906,0.0935848,0.171652,0.482944,0.642176,0.142876,0.35325,0.441583,0.41573,0.6135,0.693412,0.649446
NCI-H82,SRR8633833,lung,carcinoma (small_cell_carcinoma),carcinoma ,small_cell_carcinoma,metastasis,41.0,male,Caucasian,0.381388,0.0796667,0.15129,0.427246,0.586775,0.0935178,0.347509,0.424946,0.404046,0.570282,0.64939,0.57988
NCI-H838,SRR8633834,lung,carcinoma (non_small_cell_carcinoma),carcinoma ,non_small_cell_carcinoma,metastasis,59.0,male,Caucasian,0.472666,0.120366,0.218608,0.557548,0.749748,0.198,0.435626,0.516579,0.495566,0.657258,0.732703,0.661398
NCI-H841,SRR8633835,lung,carcinoma (small_cell_carcinoma),carcinoma ,small_cell_carcinoma,metastasis,51.0,male,Caucasian,0.49671,0.0965098,0.193923,0.602473,0.834103,0.15911,0.419373,0.540959,0.506556,0.696079,0.767682,0.708667
NCI-H854,SRR8633836,lung,carcinoma (adenocarcinoma),carcinoma ,adenocarcinoma,primary,,,Caucasian,0.505957,0.180132,0.286797,0.553124,0.716667,0.26888,0.477102,0.536652,0.523313,0.651441,0.729323,0.678195
SK-UT-1,SRR8633837,soft_tissue,leiomyosarcoma,leiomyosarcoma,,primary,75.0,female,Caucasian,0.546488,0.134294,0.236923,0.666327,0.887196,0.218616,0.457876,0.574129,0.541143,0.808465,0.834591,0.830501
SK-OV-3,SRR8633838,ovary,carcinoma (adenocarcinoma),carcinoma ,adenocarcinoma,metastasis,64.0,female,Caucasian,0.446909,0.11213,0.20532,0.549239,0.72109,0.167719,0.409336,0.487775,0.467431,0.654604,0.714292,0.671414
SNU-1066,SRR8633839,upper_aerodigestive_tract,carcinoma (squamous_cell_carcinoma),carcinoma ,squamous_cell_carcinoma,primary,62.0,male,Asian,0.500641,0.117066,0.208251,0.57127,0.75453,0.166954,0.418111,0.537743,0.504161,0.750093,0.788555,0.775685
SNU-1041,SRR8633840,upper_aerodigestive_tract,carcinoma,carcinoma,,primary,,,Asian,0.43869,0.162419,0.268727,0.481396,0.644753,0.246767,0.436518,0.48238,0.473027,0.556304,0.631077,0.577526
NU-DHL-1,SRR8633841,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm (diffuse_large_B_cell_lymphoma),lymphoid_neoplasm ,diffuse_large_B_cell_lymphoma,metastasis,73.0,male,Caucasian,0.538796,0.237222,0.344385,0.591195,0.738474,0.356265,0.50022,0.552731,0.541459,0.712643,0.770002,0.755256
SNU-1033,SRR8633842,large_intestine,carcinoma,carcinoma,,primary,45.0,female,Asian,0.557585,0.156267,0.266286,0.632973,0.833196,0.249354,0.476302,0.585067,0.555946,0.789379,0.808292,0.803252
YD-8,SRR8633843,upper_aerodigestive_tract,carcinoma (squamous_cell_carcinoma),carcinoma ,squamous_cell_carcinoma,primary,46.0,female,Asian,0.522934,0.173427,0.274828,0.605252,0.775767,0.249004,0.479252,0.55484,0.536333,0.689988,0.741165,0.704833
CAL-51,SRR8633844,breast,carcinoma,carcinoma,,metastasis,45.0,female,Caucasian,0.455093,0.1346,0.235247,0.544488,0.702411,0.21602,0.425306,0.491135,0.47508,0.634067,0.687116,0.663155
SNU-1040,SRR8633845,large_intestine,carcinoma,carcinoma,,primary,34.0,male,Asian,0.439803,0.0976314,0.183715,0.500408,0.695853,0.137739,0.401023,0.488129,0.465461,0.623931,0.685349,0.638556
YKG1,SRR8633846,central_nervous_system,"glioma (astrocytoma_Grade_IV, glioblastoma_multiforme)",glioma ,"astrocytoma_Grade_IV, glioblastoma_multiforme",primary,,female,Asian,0.370523,0.0921855,0.170213,0.459349,0.610402,0.109112,0.373821,0.415898,0.407298,0.502807,0.615418,0.495473
SW 1088,SRR8633847,central_nervous_system,glioma,glioma,,primary,72.0,male,Caucasian,0.406283,0.101625,0.190319,0.49166,0.651409,0.141537,0.391352,0.439844,0.429499,0.558913,0.666998,0.564111
Caov-4,SRR8633848,ovary,carcinoma (adenocarcinoma),carcinoma ,adenocarcinoma,metastasis,45.0,female,Caucasian,0.510851,0.0910298,0.17425,0.577801,0.798734,0.142155,0.403841,0.536194,0.498779,0.823374,0.840418,0.849401
NCO2,SRR8633849,haematopoietic_and_lymphoid_tissue,haematopoietic_neoplasm (chronic_myeloid_leukaemia),haematopoietic_neoplasm ,chronic_myeloid_leukaemia,primary,35.0,female,Asian,0.383539,0.0802225,0.143202,0.454044,0.621391,0.0817171,0.355756,0.427529,0.408976,0.576607,0.663263,0.613041
NUGC-2,SRR8633850,stomach,carcinoma (adenocarcinoma),carcinoma ,adenocarcinoma,primary,56.0,female,Asian,0.500382,0.143708,0.242222,0.589008,0.773093,0.217309,0.455041,0.536217,0.515461,0.687168,0.760352,0.705542
Hs 294T,SRR8633851,skin,malignant_melanoma,malignant_melanoma,,metastasis,56.0,male,Caucasian,0.403961,0.107089,0.193308,0.504429,0.65835,0.153148,0.384031,0.447695,0.431594,0.551852,0.648108,0.556279
Hs 343.T,SRR8633852,breast,carcinoma,carcinoma,,primary,47.0,female,Caucasian,0.373678,0.0623642,0.12362,0.474111,0.667712,0.0638888,0.333798,0.417866,0.394803,0.582927,0.68404,0.595403
Hs 229.T,SRR8633853,lung,carcinoma (adenocarcinoma),carcinoma ,adenocarcinoma,primary,65.0,male,Caucasian,0.385513,0.0513472,0.107298,0.468237,0.675378,0.0422369,0.329074,0.426862,0.4,0.619986,0.70915,0.65244
Hs 281.T,SRR8633854,breast,carcinoma,carcinoma,,primary,37.0,female,Caucasian,0.406298,0.0699092,0.134438,0.499572,0.698189,0.071555,0.353954,0.449063,0.422766,0.637756,0.72197,0.65955
Hs 606.T,SRR8633855,breast,carcinoma,carcinoma,,primary,44.0,female,Caucasian,0.400812,0.0898702,0.138976,0.466531,0.661105,0.0809235,0.346986,0.441002,0.415222,0.620721,0.70461,0.639138
IST-MES2,SRR8633856,pleura,mesothelioma,mesothelioma,,metastasis,71.0,male,Caucasian,0.515636,0.124065,0.219529,0.630817,0.813262,0.184529,0.440223,0.54579,0.517424,0.756753,0.80835,0.782334
IST-MES1,SRR8633857,pleura,mesothelioma,mesothelioma,,primary,70.0,female,Caucasian,0.504532,0.186221,0.276679,0.574875,0.73953,0.271526,0.466793,0.532852,0.517835,0.634064,0.687245,0.646253
Ishikawa (Heraklio) 02 ER-,SRR8633858,endometrium,carcinoma (adenocarcinoma),carcinoma ,adenocarcinoma,primary,39.0,female,Asian,0.49068,0.132544,0.216626,0.550628,0.734639,0.193961,0.426843,0.527631,0.502575,0.662077,0.714864,0.660564
IPC-298,SRR8633859,skin,malignant_melanoma,malignant_melanoma,,primary,64.0,female,Caucasian,0.350992,0.0760409,0.142451,0.424209,0.58472,0.104728,0.33034,0.39503,0.379256,0.483643,0.565773,0.481886
JHH-2,SRR8633860,liver,carcinoma (hepatocellular_carcinoma),carcinoma ,hepatocellular_carcinoma,metastasis,57.0,male,Asian,0.419401,0.116365,0.19932,0.480664,0.635999,0.173343,0.397391,0.452544,0.440932,0.586181,0.675168,0.586537
JHH-1,SRR8633861,liver,carcinoma (hepatocellular_carcinoma),carcinoma ,hepatocellular_carcinoma,primary,50.0,male,Asian,0.398401,0.106066,0.175679,0.468926,0.658738,0.143469,0.363595,0.434274,0.417656,0.537185,0.575999,0.522177
JeKo-1,SRR8633862,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm (mantle_cell_lymphoma),lymphoid_neoplasm ,mantle_cell_lymphoma,primary,78.0,female,Asian,0.402405,0.161774,0.24444,0.394511,0.494838,0.245995,0.377349,0.402124,0.398814,0.558688,0.632937,0.628585
J82,SRR8633863,urinary_tract,carcinoma (transitional_cell_carcinoma),carcinoma ,transitional_cell_carcinoma,primary,58.0,male,Caucasian,0.454641,0.125986,0.223065,0.547395,0.724652,0.192549,0.425668,0.490931,0.475179,0.643754,0.736316,0.658816
MKN74,SRR8633864,stomach,carcinoma (tubular_adenocarcinoma),carcinoma ,tubular_adenocarcinoma,metastasis,37.0,male,Asian,0.515068,0.189683,0.285083,0.577016,0.764621,0.257053,0.477158,0.538028,0.524054,0.654299,0.73541,0.6763
MKN7,SRR8633865,stomach,carcinoma (tubular_adenocarcinoma),carcinoma ,tubular_adenocarcinoma,metastasis,39.0,male,Asian,0.360312,0.104507,0.18309,0.44953,0.63942,0.164971,0.341197,0.388542,0.377882,0.507272,0.604421,0.509411
JHH-5,SRR8633866,liver,carcinoma (hepatocellular_carcinoma),carcinoma ,hepatocellular_carcinoma,primary,50.0,male,Asian,0.529057,0.171785,0.282656,0.591894,0.753269,0.258566,0.465919,0.54158,0.52306,0.723133,0.758775,0.765509
JHH-4,SRR8633867,liver,carcinoma (hepatocellular_carcinoma),carcinoma ,hepatocellular_carcinoma,primary,51.0,male,Asian,0.403454,0.167028,0.255392,0.468623,0.594444,0.232909,0.428171,0.439093,0.440899,0.50055,0.612776,0.509922
MOLM-13,SRR8633868,haematopoietic_and_lymphoid_tissue,"haematopoietic_neoplasm (acute_myeloid_leukaemia, M5a)",haematopoietic_neoplasm ,"acute_myeloid_leukaemia, M5a",primary,20.0,male,Asian,0.47721,0.116461,0.194197,0.53214,0.728911,0.128984,0.411358,0.509991,0.483171,0.716021,0.757542,0.751932
MOLM-16,SRR8633869,haematopoietic_and_lymphoid_tissue,"haematopoietic_neoplasm (acute_myeloid_leukaemia, M0)",haematopoietic_neoplasm ,"acute_myeloid_leukaemia, M0",primary,77.0,female,Asian,0.473446,0.106842,0.181908,0.54754,0.778371,0.146793,0.405764,0.505512,0.478643,0.721798,0.785266,0.74543
ML-1,SRR8633870,thyroid,carcinoma (follicular_carcinoma),carcinoma ,follicular_carcinoma,primary,,,Caucasian,0.480023,0.102358,0.188476,0.566303,0.756607,0.133876,0.407169,0.512322,0.483621,0.710126,0.748881,0.724937
MM1-S,SRR8633871,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm (plasma_cell_myeloma),lymphoid_neoplasm ,plasma_cell_myeloma,primary,,,African_american,0.400699,0.138998,0.216202,0.439927,0.545063,0.19433,0.388277,0.434205,0.423744,0.572386,0.649954,0.604006
MOLM-6,SRR8633872,haematopoietic_and_lymphoid_tissue,haematopoietic_neoplasm (blast_phase_chronic_myeloid_leukaemia),haematopoietic_neoplasm ,blast_phase_chronic_myeloid_leukaemia,primary,44.0,male,Asian,0.582926,0.127342,0.213607,0.63483,0.861326,0.15459,0.468472,0.61426,0.574304,0.866965,0.884923,0.884908
MOLP-2,SRR8633873,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm (plasma_cell_myeloma),lymphoid_neoplasm ,plasma_cell_myeloma,primary,55.0,male,Asian,0.302681,0.163952,0.248946,0.361668,0.441613,0.243659,0.375485,0.340711,0.356072,0.290208,0.400055,0.283919
TUHR14TKB,SRR8633874,kidney,carcinoma,carcinoma,,primary,,,Asian,0.529175,0.135553,0.229697,0.588472,0.795829,0.202676,0.447444,0.552624,0.524636,0.784829,0.805336,0.809679
Becker,SRR8633875,central_nervous_system,"glioma (astrocytoma_Grade_IV, glioblastoma_multiforme)",glioma ,"astrocytoma_Grade_IV, glioblastoma_multiforme",primary,57.0,male,Caucasian,0.40843,0.123367,0.216485,0.506829,0.64388,0.172805,0.412179,0.445426,0.440479,0.520014,0.603968,0.515757
BDCM,SRR8633876,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm (acute_lymphoblastic_B_cell_leukaemia),lymphoid_neoplasm ,acute_lymphoblastic_B_cell_leukaemia,primary,,male,Caucasian,0.369782,0.085637,0.148309,0.44879,0.614191,0.096021,0.344642,0.409863,0.393325,0.538192,0.622,0.560554
B-CPAP,SRR8633877,thyroid,carcinoma (papillary_carcinoma),carcinoma ,papillary_carcinoma,primary,76.0,female,Caucasian,0.319839,0.0828597,0.158379,0.396505,0.527264,0.112185,0.350539,0.367774,0.36716,0.397897,0.504204,0.393418
BCP-1,SRR8633878,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm (B_cell_lymphoma_unspecified),lymphoid_neoplasm ,B_cell_lymphoma_unspecified,primary,92.0,male,Caucasian,0.504261,0.318542,0.417777,0.551068,0.643429,0.416619,0.542706,0.52732,0.537313,0.530384,0.63864,0.536351
BHT-101,SRR8633879,thyroid,carcinoma (anaplastic_carcinoma),carcinoma ,anaplastic_carcinoma,metastasis,63.0,female,Caucasian,0.337243,0.080199,0.163828,0.407982,0.551304,0.119284,0.360627,0.391398,0.386625,0.428457,0.544472,0.432629
BFTC-909,SRR8633880,kidney,carcinoma,carcinoma,,primary,64.0,male,Asian,0.488585,0.142344,0.241341,0.54946,0.708756,0.217918,0.454408,0.523391,0.507043,0.684905,0.753636,0.712253
BFTC-905,SRR8633881,urinary_tract,"carcinoma (transitional_cell_carcinoma, papillary_transitional_cell_carcinoma)",carcinoma ,"transitional_cell_carcinoma, papillary_transitional_cell_carcinoma",primary,51.0,female,Asian,0.425582,0.105476,0.187897,0.499803,0.675056,0.15747,0.397127,0.465699,0.448829,0.59057,0.683925,0.612354
BEN,SRR8633882,lung,carcinoma,carcinoma,,metastasis,71.0,male,Caucasian,0.364453,0.0802454,0.152833,0.433822,0.57379,0.127673,0.339563,0.421564,0.399096,0.523555,0.617005,0.530133
SNU-668,SRR8633883,stomach,carcinoma (signet_ring_adenocarcinoma),carcinoma ,signet_ring_adenocarcinoma,metastasis,63.0,male,Asian,0.484461,0.119927,0.220214,0.5713,0.767268,0.204514,0.431377,0.514256,0.493102,0.679028,0.736215,0.69305
